Section	Key	English	Amharic	Oromo	Tigrinya	Somali
customization	customization.unsavedChanges	Unsaved changes	ያልተቀመጡ ለውጦች	Jijjiirama hin olchamin	ዘይተቐመጡ ለውጥታት	Isbedelo aan la kaydin
customization	customization.reset	Reset	ዳግም አስጀምር	Deebi'i	ዳግማይ ጀምር	Dib u bilow
customization	customization.saving	Saving...	በማስቀመጥ ላይ...	Olchaa jira...	ይቕመጥ ኣሎ...	Waa la kaydiyaa...
customization	customization.saveChanges	Save Changes	ለውጦችን አስቀምጥ	Jijjiirama Olchi	ለውጥታት ኣቐምጥ	Kaydi Isbedelada
customization	customization.quickStartPresets	Quick Start Presets	ፈጣን ጅምር ቅድመ-ቅንብሮች	Qindaa'ina Saffisaa	ናይ ቅልጡፍ ጅማሮ ቅድመ-ቅጥዒታት	Habeynta Bilowga Dhakhsaha
customization	customization.quickStartPresetsDesc	Apply a pre-configured template based on your organization type	በድርጅትዎ ዓይነት ላይ የተመሰረተ ቅድመ-ማዋቀር አብነት ይተግብሩ	Gosa dhaabbata keessan irratti hundaa'uun moodeela dursee qindaa'e raawwadhu	ኣብ ዓይነት ትካልካ ዝተመስረተ ቅድመ-ዝተዳለወ ቅዳሕ ተጠቐም	Dabaq qaab hore loo habeeyey oo ku salaysan nooca uruurkaaga
customization	customization.dashboardSections	Dashboard Sections	የዳሽቦርድ ክፍሎች	Kutaalee Daashboordii	ናይ ዳሽቦርድ ክፋላት	Qaybaha Dashboorkka
customization	customization.dashboardSectionsDesc	Enable or disable entire sections of your dashboard	የዳሽቦርድዎን ሙሉ ክፍሎች ያንቁ ወይም ያሰናክሉ	Kutaalee daashboordii keessanii guutummaan dandeessisi ykn dhaamsi	ናይ ዳሽቦርድ ምሉእ ክፋላት ኣብርህ ወይ ኣጥፍእ	Daar ama dami qaybaha oo dhan ee dashboorkkaaga
customization	customization.budgetFeatures	Budget Features	የበጀት ባህሪያት	Amaloota Baajeta	ናይ በጀት ባህርያት	Sifooyinka Miisaaniyada
customization	customization.globalFeatures	Global Features	አጠቃላይ ባህሪያት	Amaloota Waliigalaa	ሓፈሻዊ ባህርያት	Sifooyinka Guud
customization	customization.aiAssistant	AI Assistant	AI ረዳት	Gargaaraa AI	AI ሓጋዚ	Caawiyaha AI
customization	customization.aiAssistantDesc	Enable AI-powered help and suggestions	በ AI የተደገፈ እርዳታ እና ጥቆማዎችን ያንቁ	Gargaarsa fi yaada AI tiin hojjetamu dandeessisi	ብ AI ዝሰርሕ ሓገዝ ን ምኽርን ኣብርህ	Daar caawinta iyo talooyinka AI
customization	customization.advancedAnalytics	Advanced Analytics	የላቀ ትንታኔ	Xiinxala Sadarkaa Olaanaa	ዝማዕበለ ትንተና	Falanqayn Horumarsan
customization	customization.advancedAnalyticsDesc	Detailed insights and data visualization	ዝርዝር ግንዛቤዎች እና የዳታ ምስላዊ ማቅረቢያ	Hubannoo bal'aa fi mul'isa daataa	ዝርዝር ትንተና ን ናይ ዳታ ምስእላዊ ኣቀራርባን	Aragtiyo faahfaahsan iyo muuqaalka xogta
customization	customization.thirdPartyIntegrations	Third-party Integrations	የሶስተኛ ወገን ውህደቶች	Walitti Makamtii Qaama Sadaffaa	ናይ ሳልሳይ ወገን ውህደታት	Isku xidhka Dhinac Saddexaad
customization	customization.thirdPartyIntegrationsDesc	Connect with external tools and services	ከውጫዊ መሣሪያዎች እና አገልግሎቶች ጋር ያገናኙ	Meeshaalee fi tajaajila alaa waliin walitti hidhi	ምስ ናይ ደገ መሳርሒታት ን ኣገልግሎታትን ተኣሳሰር	Ku xidh qalabka iyo adeegyada dibadda
customization	customization.settingsSaved	Settings saved	ቅንብሮች ተቀምጠዋል	Qindaa'inni olchame	ቅጥዒታት ተቐሚጡ	Dejinta waa la kaydiyey
customization	customization.settingsSavedDesc	Dashboard will reload with new configuration.	ዳሽቦርድ በአዲስ ማዋቀር እንደገና ይጫናል።	Daashboordiin qindaa'ina haaraan irra deebiin ni fe'ama.	ዳሽቦርድ ብሓድሽ ኣወዳድባ ዳግማይ ክጸዓን እዩ።	Dashboorkku wuxuu ku soo noqon doonaa habeyn cusub.
customization	customization.saveFailed	Save failed	ማስቀመጥ አልተሳካም	Olchuun hin milkoofne	ምቕማጥ ኣይከኣለን	Kaydinta way ku guuldareysatay
customization	customization.saveFailedDesc	Please try again.	እባክዎ እንደገና ይሞክሩ።	Maaloo irra deebi'ii yaali.	ዳግማይ ፈትን።	Fadlan mar kale isku day.
customization	customization.teams	Teams	ቡድኖች	Gareelee	ጋንታታት	Kooxaha
customization	customization.teamsDesc	Team management, member tracking, and collaboration	የቡድን አስተዳደር፣ የአባላት ክትትል እና ትብብር	Bulchiinsa garee, hordoffii miseensotaa, fi waliin hojjachuu	ናይ ጋንታ ምሕደራ፣ ናይ ኣባላት ክትትል፣ ን ምትሕብባርን	Maaraynta kooxda, la socodka xubnaha, iyo iskaashiga
customization	customization.budget	Budget	በጀት	Baajeta	በጀት	Miisaaniyad
customization	customization.budgetDesc	Financial management, expenses, and forecasting	የፋይናንስ አስተዳደር፣ ወጪዎች እና ትንበያ	Bulchiinsa maallaqaa, baasii, fi tilmaama	ናይ ፋይናንስ ምሕደራ፣ ወጻኢታት፣ ን ትንቢትን	Maaraynta maaliyadda, kharashaadka, iyo saadaalinta
customization	customization.goals	Goals	ግቦች	Galmoota	ዕላማታት	Hadafyada
customization	customization.goalsDesc	OKRs, milestones, and goal tracking	OKR-ዎች፣ ማይልስቶኖች እና የግብ ክትትል	OKR, milestone, fi hordoffii galmoo	OKRs፣ ዓበይቲ ምዕራፋት፣ ን ናይ ዕላማ ክትትልን	OKRs, marxaladaha, iyo raadraacinta hadafka
customization	customization.automations	Automations	አውቶሜሽኖች	Ofumaan Hojjachuu	ኦቶመይሽናት	Otomaatikada
customization	customization.automationsDesc	Workflows, triggers, and automated processes	የሥራ ፍሰቶች፣ ቀስቅሴዎች እና አውቶማቲክ ሂደቶች	Adeemsa hojii, kakaasaa, fi adeemsa ofumaa	ናይ ስራሕ ኣሰራርሓ፣ ኣባራዕቲ፣ ን ኣውቶማቲክ ስርሒታትን	Habka shaqada, kiciyayaasha, iyo habab toos ah
customization	customization.aiDocuments	AI Documents	AI ሰነዶች	Dokumantoota AI	AI ሰነዳት	Dukumentiyada AI
customization	customization.aiDocumentsDesc	Document processing with AI features	በ AI ባህሪያት የሰነድ ማስተናገድ	Gaggeessuu dokumantii amala AI waliin	ብ AI ባህርያት ናይ ሰነድ ምስራሕ	Habeeynta dukumentiyada oo leh sifooyinka AI
customization	customization.docsWiki	Docs & Wiki	ሰነዶች እና ዊኪ	Dokumantoota fi Wiikii	ሰነዳት ን ዊኪን	Dukumentiyo & Wiiki
customization	customization.docsWikiDesc	Knowledge base and documentation	የእውቀት ቋት እና ሰነዶች	Kuusaa beekumsaa fi galmeewwan	ናይ ፍልጠት መሰረት ን ሰነዳትን	Saldhigga aqoonta iyo dukumentiyada
customization	customization.projects	Projects	ፕሮጀክቶች	Pirojektota	ፕሮጀክትታት	Mashruucyo
customization	customization.projectsDesc	Project management and tracking	የፕሮጀክት አስተዳደር እና ክትትል	Bulchiinsa fi hordoffii pirojektii	ናይ ፕሮጀክት ምሕደራ ን ክትትልን	Maaraynta iyo raadraacinta mashruuca
customization	customization.analytics	Analytics	ትንታኔ	Xiinxala	ትንተና	Falanqaynta
customization	customization.analyticsDesc	Data insights and reporting	የዳታ ግንዛቤዎች እና ሪፖርት	Hubannoo daataa fi gabaasa	ናይ ዳታ ትንተና ን ጸብጻባትን	Aragtiyo xogeed iyo warbixinnada
documentsSettings	documentsSettings.title	Documents Settings	የሰነዶች ቅንብሮች	Qindaa'ina Dokumantoota	ናይ ሰነዳት ቅጥዒታት	Dejinta Dukumentiyada
documentsSettings	documentsSettings.generalSettings	General Settings	አጠቃላይ ቅንብሮች	Qindaa'ina Waliigalaa	ሓፈሻዊ ቅጥዒታት	Dejinta Guud
documentsSettings	documentsSettings.enableAutoSave	Enable Auto-Save	ራስ-ሰር ማስቀመጥ አንቃ	Ofumaan Olchuu Dandeessisi	ኣውቶማቲክ ምቕማጥ ኣብርህ	Daar Kaydinta Tooska ah
documentsSettings	documentsSettings.autoSaveDesc	Automatically save document changes	የሰነድ ለውጦችን በራስ-ሰር ያስቀምጡ	Jijjiirama dokumantii ofumaan olchi	ናይ ሰነድ ለውጥታት ብኣውቶማቲክ ኣቐምጥ	Si toos ah u kaydi isbedelada dukumentiga
documentsSettings	documentsSettings.enableVersionControl	Enable Version Control	የስሪት ቁጥጥር አንቃ	To'annoo Gosa Dandeessisi	ናይ ሕታም ቁጽጽር ኣብርህ	Daar Xakamaynta Nooca
documentsSettings	documentsSettings.versionControlDesc	Track document version history	የሰነድ ስሪት ታሪክ ይከታተሉ	Seenaa gosa dokumantii hordofi	ናይ ሰነድ ናይ ሕታም ታሪኽ ተኸታተል	Raadraac taariikhda noocyada dukumentiga
documentsSettings	documentsSettings.saveSettings	Save Settings	ቅንብሮችን አስቀምጥ	Qindaa'ina Olchi	ቅጥዒታት ኣቐምጥ	Kaydi Dejinta
goalSettings	goalSettings.title	Goal Settings	የግብ ቅንብሮች	Qindaa'ina Galmoo	ናይ ዕላማ ቅጥዒታት	Dejinta Hadafka
goalSettings	goalSettings.saveChanges	Save Changes	ለውጦችን አስቀምጥ	Jijjiirama Olchi	ለውጥታት ኣቐምጥ	Kaydi Isbedelada
goalSettings	goalSettings.general	General	አጠቃላይ	Waliigalaa	ሓፈሻዊ	Guud
goalSettings	goalSettings.notifications	Notifications	ማሳወቂያዎች	Beeksisa	ሓበሬታታት	Ogeysiisyada
goalSettings	goalSettings.okrSettings	OKR Settings	የ OKR ቅንብሮች	Qindaa'ina OKR	ናይ OKR ቅጥዒታት	Dejinta OKR
goalSettings	goalSettings.security	Security	ደህንነት	Nageenya	ድሕነት	Amniga
goalSettings	goalSettings.generalSettings	General Settings	አጠቃላይ ቅንብሮች	Qindaa'ina Waliigalaa	ሓፈሻዊ ቅጥዒታት	Dejinta Guud
goalSettings	goalSettings.generalSettingsDesc	Configure goal and OKR settings	የግብ እና OKR ቅንብሮችን ያዋቅሩ	Qindaa'ina galmoo fi OKR qindeessi	ናይ ዕላማ ን OKR ቅጥዒታትን ኣወዳድብ	Habeyn dejinta hadafka iyo OKR
goalSettings	goalSettings.defaultGoalCycle	Default Goal Cycle	ነባሪ የግብ ዑደት	Marsaa Galmoo Durtii	ነባሪ ናይ ዕላማ ዑደት	Wareegga Caadiga ah ee Hadafka
goalSettings	goalSettings.monthly	Monthly	ወርሃዊ	Ji'aan	ወርሓዊ	Bilaha
goalSettings	goalSettings.quarterly	Quarterly	ሩብ ዓመታዊ	Kurmaana Waggaan	ሩብ ዓመታዊ	Rubuc-sannadlaha
goalSettings	goalSettings.yearly	Yearly	ዓመታዊ	Waggaan	ዓመታዊ	Sannadlaha
goalSettings	goalSettings.autoRollover	Auto-rollover incomplete goals	ያልተጠናቀቁ ግቦችን ራስ-ሰር ማዛወር	Galmoota hin xumuramne ofumaan dabarsi	ዘይተወድኡ ዕላማታት ብኣውቶማቲክ ኣስግር	Si toos ah u gudbi hadafyada aan la dhammeeyn
goalSettings	goalSettings.autoRolloverDesc	Automatically carry over incomplete goals to next cycle	ያልተጠናቀቁ ግቦችን ወደ ቀጣዩ ዑደት በራስ-ሰር ያዛውሩ	Galmoota hin xumuramne gara marsaa itti aanuutti ofumaan dabarsi	ዘይተወድኡ ዕላማታት ናብ ዝቕጽል ዑደት ብኣውቶማቲክ ኣሰጋግር	Si toos ah u gudbi hadafyada aan la dhammeeyn wareegga xiga
goalSettings	goalSettings.requireGoalOwner	Require goal owner	የግብ ባለቤት ያስፈልጋል	Abbaa galmoo barbaachisa	ናይ ዕላማ ዋና ግዴታ	U baahan milkiilaha hadafka
goalSettings	goalSettings.requireGoalOwnerDesc	All goals must have an assigned owner	ሁሉም ግቦች የተመደበ ባለቤት ሊኖራቸው ይገባል	Galmootni hunduu abbaa ramadame qabaachuu qabu	ኩሎም ዕላማታት ዝተመደበ ዋና ክህልዎም ኣለዎ	Dhammaan hadafyadu waa inay leeyihiin milkiila loo xilsaaray
goalSettings	goalSettings.notificationPreferences	Notification Preferences	የማሳወቂያ ምርጫዎች	Filannoo Beeksisaa	ናይ ሓበሬታ ምርጫታት	Doorashada Ogeysiisyada
goalSettings	goalSettings.notificationPreferencesDesc	Manage goal notifications	የግብ ማሳወቂያዎችን ያስተዳድሩ	Beeksisa galmoo bulchi	ናይ ዕላማ ሓበሬታታት ኣመሓድር	Maamul ogeysiisyada hadafka
goalSettings	goalSettings.emailNotifications	Email notifications	የኢሜይል ማሳወቂያዎች	Beeksisa imeelii	ናይ ኢመይል ሓበሬታታት	Ogeysiisyada iimayl
goalSettings	goalSettings.emailNotificationsDesc	Receive email updates for goal activity	ለግብ እንቅስቃሴ የኢሜይል ዝመናዎችን ይቀበሉ	Sochii galmootiif haaromsa imeelii fudhacchuu	ንናይ ዕላማ ንጥፈት ናይ ኢመይል ሓበሬታ ተቐበል	Ku hel cusboonaysiinta hadafka iimayl
goalSettings	goalSettings.notifyOnProgress	Notify on progress updates	በእድገት ዝመናዎች ላይ ያሳውቁ	Haaromsa adeemsa irratti beeksisi	ኣብ ናይ ግስጋሰ ምሕዳስ ሓብር	Ogeysii cusboonaysiinta horumarka
goalSettings	goalSettings.notifyOnProgressDesc	Get notified when goal progress is updated	የግብ እድገት ሲዘመን ማሳወቂያ ይቀበሉ	Adeemsi galmoo yeroo haaromu beeksisa argattu	ናይ ዕላማ ግስጋሰ ክሕደስ ከሎ ሓበሬታ ተቐበል	Hel ogeysiis markii horumarka hadafka la cusboonaysiiyo
goalSettings	goalSettings.weeklyGoalReminders	Weekly goal reminders	ሳምንታዊ የግብ ማስታወሻዎች	Yaadachiisa galmoo torbaniin	ሰሙናዊ ናይ ዕላማ ኣዘካሪ	Xasuusin toddobaadlaha ah ee hadafka
goalSettings	goalSettings.weeklyGoalRemindersDesc	Receive weekly reminders to update goal progress	የግብ እድገትን ለማዘመን ሳምንታዊ ማስታወሻዎችን ይቀበሉ	Adeemsa galmoo haaromsuuf yaadachiisa torbaniin fudhacchuu	ናይ ዕላማ ግስጋሰ ንምሕዳስ ሰሙናዊ ኣዘካሪ ተቐበል	Hel xasuusin toddobaadlaha ah si aad u cusboonaysii horumarka hadafka
teamSettings	teamSettings.title	Team Settings	የቡድን ቅንብሮች	Qindaa'ina Garee	ናይ ጋንታ ቅጥዒታት	Dejinta Kooxda
teamSettings	teamSettings.saveChanges	Save Changes	ለውጦችን አስቀምጥ	Jijjiirama Olchi	ለውጥታት ኣቐምጥ	Kaydi Isbedelada
teamSettings	teamSettings.general	General	አጠቃላይ	Waliigalaa	ሓፈሻዊ	Guud
teamSettings	teamSettings.notifications	Notifications	ማሳወቂያዎች	Beeksisa	ሓበሬታታት	Ogeysiisyada
teamSettings	teamSettings.members	Members	አባላት	Miseensota	ኣባላት	Xubnaha
teamSettings	teamSettings.security	Security	ደህንነት	Nageenya	ድሕነት	Amniga
teamSettings	teamSettings.generalSettings	General Settings	አጠቃላይ ቅንብሮች	Qindaa'ina Waliigalaa	ሓፈሻዊ ቅጥዒታት	Dejinta Guud
teamSettings	teamSettings.generalSettingsDesc	Configure team settings	የቡድን ቅንብሮችን ያዋቅሩ	Qindaa'ina garee qindeessi	ናይ ጋንታ ቅጥዒታት ኣወዳድብ	Habeyn dejinta kooxda
teamSettings	teamSettings.maxTeamSize	Maximum Team Size	ከፍተኛ የቡድን መጠን	Hanga Garee Ol'aanaa	ዝለዓለ ብዝሒ ጋንታ	Tirada Ugu Badan ee Kooxda
teamSettings	teamSettings.allowSelfJoin	Allow self-join	በራስ መቀላቀልን ፍቀድ	Ofiin makamuu hayyami	ባዕልኻ ምጽንባር ፍቐድ	U oggolow is-ku-biirista
teamSettings	teamSettings.allowSelfJoinDesc	Team members can join teams without invitation	የቡድን አባላት ያለ ግብዣ ቡድኖችን መቀላቀል ይችላሉ	Miseensotni garee afeerraa malee garee makamuu ni danda'u	ኣባላት ጋንታ ብዘይ ዕድመ ናብ ጋንታታት ክጽንበሩ ይኽእሉ	Xubnaha kooxda waxay ku biiri karaan kooxo la'aantii casuumaad
teamSettings	teamSettings.requireApproval	Require approval for new teams	ለአዲስ ቡድኖች ማጽደቂያ ያስፈልጋል	Garee haaraaf hayyama barbaachisa	ንሓደስቲ ጋንታታት ምጽዳቕ ግዴታ	U baahan ansixinta kooxaha cusub
teamSettings	teamSettings.requireApprovalDesc	New teams must be approved before activation	አዲስ ቡድኖች ከመነቃቃታቸው በፊት መጽደቅ አለባቸው	Gareeleen haaraan osoo hin hojii irra ooliin hayyamuu qabu	ሓደስቲ ጋንታታት ቅድሚ ምንቅስቓሶም ክጸድቑ ኣለዎም	Kooxaha cusub waa in la ansixiyaa ka hor inta aysan firfircoonaanin
teamSettings	teamSettings.notificationPreferences	Notification Preferences	የማሳወቂያ ምርጫዎች	Filannoo Beeksisaa	ናይ ሓበሬታ ምርጫታት	Doorashada Ogeysiisyada
teamSettings	teamSettings.notificationPreferencesDesc	Manage team notifications	የቡድን ማሳወቂያዎችን ያስተዳድሩ	Beeksisa garee bulchi	ናይ ጋንታ ሓበሬታታት ኣመሓድር	Maamul ogeysiisyada kooxda
teamSettings	teamSettings.emailNotifications	Email notifications	የኢሜይል ማሳወቂያዎች	Beeksisa imeelii	ናይ ኢመይል ሓበሬታታት	Ogeysiisyada iimayl
teamSettings	teamSettings.emailNotificationsDesc	Receive email updates for team activity	ለቡድን እንቅስቃሴ የኢሜይል ዝመናዎችን ይቀበሉ	Sochii gareef haaromsa imeelii fudhacchuu	ንናይ ጋንታ ንጥፈት ናይ ኢመይል ሓበሬታ ተቐበል	Ku hel cusboonaysiinta dhaqdhaqaaqa kooxda iimayl
teamSettings	teamSettings.notifyOnInvite	Notify on team invite	በቡድን ግብዣ ላይ ያሳውቁ	Afeerraa garee irratti beeksisi	ኣብ ናይ ጋንታ ዕድመ ሓብር	Ogeysii casuumaadda kooxda
teamSettings	teamSettings.notifyOnInviteDesc	Get notified when invited to a team	ወደ ቡድን ሲጋበዙ ማሳወቂያ ይቀበሉ	Gara garee yeroo affeeramtanitti beeksisa argattu	ናብ ጋንታ ክትዕደም ከለኻ ሓበሬታ ተቐበል	Hel ogeysiis markaad koox lagu casuumo
underConstruction	underConstruction.title	Under Construction	በግንባታ ላይ	Ijaarsa Irra	ኣብ ህንጸት ኣሎ	Waa la Dhisayaa
